Inf;Player;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Elvis Maric;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;BIH;FC Nordsjælland;M (C), ST (C);18;Unknown;€850 p/w
;Simon Lund Larsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Nordsjælland;M/AM (C), ST (C);18;Unknown;€370 p/w
Unh;Daniël van Kaam;0;0;0;0;1.4;79;0.5;1.5;5.8;7.0;0.2;2.5;0.6;0.6;7%;57%;0.5;0;0.0;14.4;0.2;12.5;7.6;7.5;67.4;73.4;92%;1.2;3;0.2;0.1;0;1.2;2.0;1375;59.7826086956522;0.0;0.1;0.0;0.0;0.1;0.0;16 (7);1375;0.1;0.5;29;0.3;1.0;33;0.2;21;0.3;5;1.2;1.6;24;Denmark;3F Superliga;NED;FC Fredericia;DM, M/AM (LC);33;Unknown;€2.5K p/w
;René Duun;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;DM;20;Unknown;€1.4K p/w
;Sonny Schmidt;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;AGF;D (C);17;Unknown;€350 p/w
;Morten Nielsen;0;0;0;0;0.3;100;0.5;0.4;2.0;7.2;0.0;2.3;1.1;0.5;0%;0%;0.0;0;0.0;7.6;0.1;11.3;7.3;7.6;62.0;68.6;90%;0.3;0;0.0;0.0;0;1.9;1.6;663;41.4375;0.0;0.0;0.0;0.0;0.0;0.0;5 (11);0;0.0;0.0;0;0.0;0.0;0;0.4;36;1.2;9;2.2;3.4;25;Denmark;3F Superliga;DEN;FC Fredericia;D (C), DM, M (C);20;Unknown;€1.2K p/w
;Karsten Petersen;0;0;0;0;1.8;100;0.0;4.1;14.0;5.4;0.0;2.7;0.0;0.9;0%;60%;1.4;0;0.0;14.5;3.6;13.6;3.2;13.1;30.8;36.2;85%;0.5;1;0.5;0.5;0;1.4;1.8;199;39.8;0.2;0.0;0.2;0.0;0.3;0.0;2 (3);0;0.9;5.9;15;0.9;5.9;15;0.0;38;2.7;6;4.5;7.2;16;Denmark;3F Superliga;DEN;Aarhus Fremad;M/AM (L);22;Unknown;€1.1K p/w
;Emil Müller;0;0;0;0;0.8;93;0.3;1.2;5.5;8.0;0.1;4.4;1.2;0.6;0%;50%;0.1;0;0.0;17.8;0.2;12.3;8.0;15.2;53.6;61.1;88%;0.8;2;0.1;0.0;0;0.9;1.2;1458;66.2727272727273;0.0;0.0;0.0;0.0;0.1;0.0;17 (5);0;0.5;2.9;17;0.5;2.9;17;0.3;33;1.0;17;2.1;3.1;51;Denmark;3F Superliga;DEN;FC Fredericia;D (R), M (RC);22;Unknown;€1K p/w
;Jens Anacker;0;0;0;0;1.8;65;0.7;2.0;7.2;10.7;0.2;3.4;2.7;1.4;0%;50%;0.2;0;0.0;16.9;0.1;12.1;3.6;11.0;29.9;36.6;82%;0.5;2;0.2;0.1;0;0.8;3.1;1124;70.25;0.0;0.0;0.0;0.0;0.0;0.0;16;0;0.3;2.6;12;0.3;2.6;12;0.3;38;1.4;18;2.4;3.8;48;Denmark;3F Superliga;GER;Aarhus Fremad;D/M/AM (R);20;Unknown;€1.8K p/w
;Nicolai Madsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;14 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;GK;18;Unknown;€1.2K p/w
;Oliver Juel;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2 (13);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Brøndby IF;GK;17;Unknown;€700 p/w
;Kasper Jørgensen Nielsen;0;0;0;0;1.5;60;0.0;2.5;9.2;11.2;0.0;1.5;1.5;0.0;0%;33%;0.5;0;0.0;9.7;0.0;11.6;3.6;10.2;36.6;46.3;79%;0.5;2;1.0;0.0;0;2.5;0.0;177;35.4;0.1;0.0;0.1;0.0;0.3;0.0;2 (3);0;0.0;0.0;0;0.0;0.0;0;0.5;88;3.6;7;0.5;4.1;8;Denmark;3F Superliga;DEN;Randers FC;D (LC), DM;17;Unknown;€650 p/w
;Oliver Petersen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;DM;18;Unknown;€900 p/w
;Silas Gram-Jensen;0;0;0;1;1.0;60;0.2;1.0;3.4;5.2;0.2;1.4;2.1;0.2;0%;100%;0.3;0;0.0;10.5;0.0;11.6;2.1;6.9;24.5;31.2;78%;1.0;1;0.2;0.0;0;1.0;2.9;559;43;0.1;0.0;0.1;0.0;0.1;0.0;4 (9);0;0.0;0.0;0;0.0;0.0;0;0.3;68;2.1;13;1.0;3.1;19;Denmark;3F Superliga;DEN;Aarhus Fremad;D (C), DM;21;Unknown;€1.5K p/w
;Vladimir Shalonikov;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;D (R);18;Unknown;€875 p/w
;Mohammed Quadri;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;M/AM (R);17;Unknown;€120 p/w
Inj;Steen Rømer;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;DM, M (LC), AM (C), ST (C);18;Unknown;€1.3K p/w
;Diego Salinas;0;0;0;2;1.0;70;0.7;1.5;6.0;7.2;0.3;2.2;2.1;1.1;0%;33%;0.3;0;0.0;12.7;0.0;12.3;2.8;5.1;27.5;31.7;87%;0.6;0;0.0;0.3;0;1.1;3.2;647;43.1333333333333;0.0;0.0;0.0;0.0;0.1;0.0;8 (7);0;0.0;0.0;0;0.0;0.0;0;0.1;31;0.6;4;1.3;1.8;13;Denmark;3F Superliga;CHI;Aarhus Fremad;D (C), DM;23;Unknown;€1.4K p/w
;Mathias Mosegaard;0;0;100;0;0.0;0;0.0;0.0;0.0;9.0;0.0;1.0;5.0;0.0;0%;0%;0.0;69;0.3;0.0;0.0;3.9;0.0;3.0;20.0;22.0;91%;0.0;0;0.0;0.0;3;3.0;1.0;90;90;0.0;0.0;0.0;1.0;0.0;0.0;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;GK;19;Unknown;€1K p/w
;Thomas Marker;0;0;0;0;0.9;58;0.3;1.9;8.0;5.0;0.1;1.6;0.8;0.5;0%;38%;0.7;0;0.0;11.9;1.4;12.9;3.5;8.2;29.4;33.4;88%;1.1;2;0.2;0.1;0;0.5;2.0;1063;66.4375;0.2;0.0;0.2;0.0;0.1;0.0;13 (3);0;0.2;1.3;13;0.8;4.1;20;0.0;18;0.3;4;1.5;1.9;22;Denmark;3F Superliga;DEN;Lyngby;M (C), AM (LC);20;Unknown;€1.1K p/w
;Jeppe Poulsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;D/M/AM (L);17;Unknown;€320 p/w
;Kasper Friis;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;D (L);18;Unknown;€400 p/w
;Nikolaj Gravgaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;10 (9);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;M (C), ST (C);17;Unknown;€575 p/w
;Andreas Hansen;0;0;0;0;1.8;65;0.3;2.6;10.0;8.6;0.0;3.1;0.9;0.4;7%;29%;0.5;0;0.0;18.2;5.4;13.2;3.8;14.3;27.8;34.2;81%;1.6;3;0.4;0.3;0;1.2;3.0;668;35.1578947368421;0.1;0.1;0.1;0.0;0.3;0.0;7 (12);668;1.2;5.3;23;1.2;5.7;21;0.1;24;1.3;10;4.2;5.5;41;Denmark;3F Superliga;DEN;Aarhus Fremad;M (C), AM (RC);22;Unknown;€825 p/w
;Oliver Humlegaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;AGF;AM (R);18;Unknown;€525 p/w
;Frederik Heerfordt;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Brøndby IF;M/AM (R);18;Unknown;€460 p/w
Wnt;Sondre Herfindal;0;0;0;0;1.0;75;0.0;3.7;7.4;10.4;0.0;3.0;2.7;0.0;0%;33%;0.7;0;0.0;11.8;0.7;12.5;3.7;8.8;46.9;50.9;92%;1.3;0;0.0;0.0;0;1.3;0.7;267;26.7;0.1;0.0;0.1;0.0;0.0;0.0;1 (9);0;0.0;0.0;0;0.3;1.0;33;0.0;83;1.7;5;0.3;2.0;6;Denmark;3F Superliga;NOR;Aarhus Fremad;DM, M (C);24;Unknown;€1.2K p/w
;Rasmus Tranberg;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;WB (L);17;Unknown;€390 p/w
;Thomas Møller;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;ST (C);19;Unknown;€775 p/w
;Valdemar Larsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;DM, M (C), AM (L), ST (C);19;Unknown;€875 p/w
Inj;Sebastian Korczyński;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2 (13);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;POL;Sønderjyske;D (RC);17;Unknown;€775 p/w
;Anton Mayland;0;0;100;0;0.0;0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0%;0%;0.0;81;1.0;0.0;0.0;2.0;0.0;6.0;17.0;26.0;65%;0.0;0;0.0;0.0;2;3.0;0.0;90;90;0.0;0.0;0.0;0.0;0.0;1.0;14 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;GK;27;Unknown;N/A
Loa;Kim Smedsrud;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100%;0.0;0;0.0;0.0;0;0.0;0.0;5;5;0.0;0.0;0.0;0.0;0.0;0.0;0 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;AM (R), ST (C);20;Unknown;€875 p/w
;John Ortega;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;17 (5);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;PHI;FC København;GK;17;Unknown;€460 p/w
;Ali Jakobsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75%;0.0;0;0.0;0.0;0;0.0;0.0;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;100;0.0;1;0.0;0.0;1;Denmark;3F Superliga;DEN;FC Midtjylland;D (R);19;Unknown;€1.2K p/w
;Thomas Fallentin;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;GK;18;Unknown;€180 p/w
;Rareş Gorbe;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;ROU;FC Midtjylland;D (C);17;Unknown;€120 p/w
;Jesper Facius;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;DM, M/AM (C);19;Unknown;€1.2K p/w
;Markus Pohlenz;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;16 (7);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;ST (C);17;Unknown;€1K p/w
Inj;Daniel Duun;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;D (C), DM;17;Unknown;€775 p/w
Loa;Prabath Mohamed;0;0;0;0;0.0;100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88%;0.0;1;0.0;0.0;0;0.0;0.0;32;16;0.0;0.0;0.0;0.0;0.0;0.0;0 (2);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;D (RL);19;Unknown;€950 p/w
;Malte Damgaard-Hansen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;D (LC);16;Unknown;€380 p/w
;Marius Tougaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;M (R), AM (RC), ST (C);20;Unknown;€850 p/w
;Nikolaj Høyrup;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7 (12);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;WB/M/AM (R);16;Unknown;€260 p/w
;Jakob Hafstad;2;0;69;1;0.0;0;0.0;0.0;0.0;8.8;0.0;1.1;5.9;0.0;0%;0%;0.0;82;-0.5;0.1;0.0;3.7;1.5;14.2;10.4;25.4;41%;0.1;0;0.0;0.0;6;1.4;3.1;720;90;0.0;0.0;0.0;3.1;0.0;0.2;10 (9);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;NOR;Aarhus Fremad;GK;22;Unknown;€1.5K p/w
;Konstantin Riedel-Özdemir;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;M/AM (L);16;Unknown;€750 p/w
;Ole Sørensen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Vejle;AM (RL);17;Unknown;€460 p/w
;Lasse Jensen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;13 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;D (RLC);16;Unknown;€240 p/w
;Dennis Sinkjær Nielsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;D/WB/M (R);16;Unknown;€775 p/w
Loa;Silas Berendt;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;M/AM (C), ST (C);20;Unknown;€875 p/w
;Christian Tougaard;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;GK;17;Unknown;€130 p/w
;Kim Johansen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Nordsjælland;M/AM (C);16;Unknown;€490 p/w
Inj;Martin Thomsen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Sønderjyske;D (RLC), WB (R);16;Unknown;€260 p/w
;Søren Højer;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Lyngby;GK;18;Unknown;€450 p/w
