Inf;Player;Best Pos;Asking Price;Tck A;Off;KP/90;Shot/90;Unique ID;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Julian Fuchs;D (L);€575K;29;0;0.7;0.1;2000215065;0;0;0;0;1.8;97;1.0;1.6;6.8;8.1;0.2;2.7;0.7;0.5;0%;0%;0.0;0;0.0;11.9;0.9;9.1;5.7;17.4;37.6;44.1;85%;0.7;1;0.1;0.0;0;1.0;1.4;1382;51.1851851851852;0.0;0.0;0.0;0.0;0.0;0.0;11 (16);0;0.3;1.6;20;0.3;1.6;20;0.3;50;1.2;19;1.2;2.5;38;Germany;Bundesliga;GER;Hertha BSC;D (RL), DM, M (LC);24;Unknown;€16K p/w
;Sandro Caldara;D (C);€2.8M;22;0;0.2;0.1;2000334716;0;0;0;0;0.5;82;0.9;0.7;2.5;11.6;0.1;3.3;0.9;0.5;0%;33%;0.0;0;0.0;4.6;0.0;10.0;1.7;4.2;35.5;40.5;88%;0.2;0;0.0;0.0;0;0.9;1.4;3511;87.775;0.0;0.0;0.0;0.0;0.0;0.0;32 (1);0;0.0;0.0;0;0.0;0.0;0;1.2;75;3.8;148;1.3;5.1;198;Italy;Serie A;ITA;U.S. Lecce;D (C), DM, M (C);24;Unknown;€26K p/w
Wnt;Kevin Costa;DM;€1.6M;36;1;0.9;0.1;2000424845;0;0;0;0;1.0;78;0.1;1.5;6.0;14.9;0.1;2.7;0.9;0.5;25%;25%;0.0;0;0.0;11.0;0.1;11.9;5.5;7.9;47.1;51.0;92%;0.9;8;0.3;0.2;0;0.6;1.0;2440;81.3333333333333;0.0;0.0;0.0;0.0;0.2;0.0;18 (15);2440;0.1;0.1;100;0.1;0.1;100;0.1;25;0.5;14;1.6;2.1;57;Portugal;Premier League;POR;Penafiel;DM, M (C);24;Unknown;€2.5K p/w
;Cristian Sarria;ST (C);€5.5M;11;30;0.8;3.2;2000468233;0;0;0;0;0.2;73;0.0;0.6;1.5;1.3;0.0;0.5;0.2;0.0;17%;58%;1.8;0;0.0;6.0;0.9;10.2;0.5;20.4;22.4;25.1;89%;0.8;1;0.0;0.0;0;1.2;1.5;3411;81.2142857142857;0.3;0.5;0.3;0.0;0.1;0.0;37 (1);170.55;0.1;0.4;31;0.1;0.4;31;0.1;47;3.1;119;3.6;6.7;254;Portugal;Premier League;ESP;Leiria;ST (C);28;Unknown;€8K p/w
;Salvador Blopá;D/WB (R);€2.3M;27;0;1.1;0.3;2000303379;0;0;0;0;0.8;78;0.2;1.0;7.2;6.5;0.1;3.3;1.3;0.6;0%;22%;0.1;0;0.0;16.9;1.1;12.1;5.7;22.1;44.9;51.7;87%;1.1;3;0.1;0.0;0;1.2;1.3;2349;60.2307692307692;0.0;0.0;0.0;0.0;0.0;0.0;20 (19);0;0.1;1.4;8;0.1;1.4;8;0.3;74;3.2;84;1.1;4.4;114;Portugal;Premier League;POR;Leiria;D/WB/M (RL), AM (R);27;Unknown;€7.5K p/w
;João Abreu;AM (LC);€4M;6;1;1.6;2.1;2000407468;0;0;0;0;0.4;83;0.0;0.6;1.9;8.9;0.1;0.7;0.1;0.1;8%;42%;0.9;0;0.0;4.2;0.7;4.2;1.4;15.2;14.0;15.7;90%;1.0;6;0.5;0.2;0;1.2;1.5;1104;35.6129032258064;0.2;0.2;0.2;0.0;0.2;0.0;9 (22);552;0.2;0.4;40;0.2;0.4;40;0.0;0;0.0;0;1.1;1.1;14;Portugal;Premier League;POR;Leiria;M/AM (LC);25;Unknown;€5.75K p/w
Wnt;Afonso Carvalhal;M (C);€2.9M;2;0;0.3;1.0;2000164285;0;0;0;0;0.1;100;0.0;0.0;0.3;9.3;0.0;0.2;0.1;0.0;13%;44%;0.4;0;0.0;0.6;0.1;0.3;0.0;16.6;0.8;1.1;74%;0.3;7;0.2;0.3;0;1.0;1.1;2863;71.575;0.1;0.1;0.1;0.0;0.2;0.0;36 (4);715.75;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;1;Portugal;Premier League;POR;Gil Vicente;M (C), AM (RC);24;Unknown;€2.5K p/w
Wnt;Noah Fernandez;AM (C);€2.4M;31;7;1.8;1.4;2000366580;0;0;0;0;1.5;94;0.0;1.9;7.8;4.4;0.1;1.7;0.5;0.3;4%;41%;0.6;0;0.0;12.7;3.6;10.8;2.9;21.1;36.6;40.4;91%;1.8;5;0.3;0.2;0;0.9;1.2;1743;62.25;0.1;0.1;0.1;0.0;0.2;0.0;26 (2);1743;0.5;2.1;23;0.5;2.1;22;0.1;17;0.5;10;2.5;3.0;58;Italy;Serie A;BEL;Udinese;M (C), AM (RLC);26;Unknown;€42.5K p/w
;Arthur Quade;ST (C);€5.25M;13;10;1.7;2.7;2000136220;0;0;0;0;0.7;92;0.1;1.2;3.6;2.8;0.0;1.1;0.1;0.1;18%;53%;1.4;0;0.0;11.6;3.1;11.5;1.8;16.9;27.6;31.2;89%;1.7;2;0.1;0.1;0;1.3;1.1;1519;44.6764705882353;0.3;0.5;0.3;0.0;0.1;0.0;14 (20);189.875;0.2;1.4;13;0.2;1.5;12;0.0;21;1.2;21;4.6;5.9;99;Portugal;Premier League;POR;Estoril Praia;AM (R), ST (C);24;Unknown;€2.4K p/w
Wnt;Dominik Kaiser;DM;€1.4M;36;0;1.1;0.6;2000217027;0;0;0;0;1.5;81;0.3;2.0;6.4;10.0;0.2;2.6;1.0;0.8;0%;0%;0.0;0;0.0;10.5;0.3;11.3;6.2;10.3;48.3;52.0;93%;1.1;6;0.3;0.3;0;1.4;1.7;1743;51.2647058823529;0.1;0.0;0.1;0.0;0.1;0.0;21 (13);0;0.0;0.1;0;0.0;0.1;0;0.4;44;1.4;27;1.8;3.2;62;Germany;Bundesliga;GER;Sport-Club Freiburg;D/WB (R), DM, M (C), AM (R);23;Unknown;€24K p/w
;Giacomo Scalzo;M (C);€11.75M;0;0;0.0;0.6;57188103;0;0;0;0;0.0;0;0.0;0.0;0.0;9.7;0.0;0.0;0.0;0.0;7%;40%;0.2;0;0.0;0.0;0.0;0.0;0.0;15.5;0.0;0.0;0%;0.0;1;0.0;0.0;0;1.2;1.3;2350;65.2777777777778;0.1;0.0;0.1;0.0;0.1;0.0;26 (10);2350;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;ITA;Udinese;DM, M (C);23;Unknown;€34.5K p/w
Wnt;Glenn van Beukering;D (L);€1.6M;72;6;1.0;0.2;2002146884;0;0;0;0;1.6;69;0.3;2.0;7.1;8.9;0.0;3.1;1.0;0.7;0%;29%;0.1;0;0.0;16.6;0.9;11.1;6.4;17.7;49.1;55.4;89%;1.0;2;0.1;0.0;0;0.9;1.4;2870;86.969696969697;0.0;0.0;0.0;0.0;0.0;0.0;33;0;0.2;1.5;15;0.2;1.5;14;0.3;32;1.1;35;2.4;3.4;110;Italy;Serie A;ITA;Cagliari;D/WB (L);23;Unknown;€24.5K p/w
Lst;Ángel Guerrero;AM (C);€1.7M;12;3;1.8;1.5;2002166648;0;0;0;0;0.4;75;0.0;1.2;5.2;9.8;0.0;1.4;0.2;0.1;6%;25%;0.4;0;0.0;11.1;1.2;11.7;2.5;20.6;33.1;38.1;87%;1.8;2;0.1;0.0;0;0.7;1.7;1963;81.7916666666667;0.1;0.1;0.1;0.0;0.1;0.0;24;981.5;0.1;0.8;17;0.1;0.8;16;0.0;31;0.9;19;1.9;2.8;61;Spain;First Division;ESP;Leganés;M/AM (C);24;Unknown;€15K p/w
Wnt;Eric Porstner;D (L);€1.5M;82;3;1.7;0.1;2000332847;0;0;0;0;2.1;67;0.5;2.5;8.2;12.4;0.2;3.1;1.2;0.7;0%;50%;0.0;0;0.0;21.8;2.1;12.3;5.9;16.6;44.0;50.1;88%;1.7;4;0.1;0.0;0;0.9;1.0;2406;82.9655172413793;0.0;0.0;0.0;0.0;0.1;0.0;29;0;0.9;5.0;17;0.9;5.3;17;0.1;61;1.6;43;1.0;2.6;70;Portugal;Premier League;GER;Estrela da Amadora SAD;D (LC), WB (L), DM;27;Unknown;€18K p/w
Wnt;Lorenzo Crimi;DM;€6.75M;22;1;1.0;0.1;2000461307;0;0;0;0;1.2;64;0.0;1.9;6.5;15.2;0.1;1.8;0.8;0.6;0%;0%;0.0;0;0.0;11.9;0.1;11.6;6.6;5.7;47.9;52.2;92%;1.0;2;0.2;0.2;0;1.5;0.6;1014;37.5555555555556;0.0;0.0;0.0;0.0;0.0;0.0;7 (20);0;0.0;0.0;0;0.0;0.0;0;0.1;61;1.0;11;0.6;1.6;18;Italy;Serie A;ITA;Celesti;DM, M (C);21;Unknown;€15K p/w
;Andrei Roateș;ST (C);€4.4M;8;19;0.9;3.2;2000412543;0;0;0;0;0.3;100;0.0;0.6;1.9;2.2;0.0;0.8;0.2;0.1;11%;45%;1.5;0;0.0;5.2;0.7;10.1;0.7;17.5;22.5;25.1;90%;0.9;2;0.1;0.0;0;0.6;1.1;2287;71.46875;0.3;0.4;0.3;0.0;0.0;0.0;31 (1);254.111111111111;0.1;0.5;15;0.1;0.5;15;0.1;30;2.5;64;5.8;8.3;211;Portugal;Premier League;ROU;Penafiel;AM (RLC), ST (C);26;Unknown;€1.9K p/w
;Michael Mæhle;ST (C);€1.4M;3;13;0.7;2.7;2002148464;0;0;0;0;0.1;67;0.0;0.5;2.1;0.9;0.0;0.8;0.1;0.4;8%;37%;1.0;0;0.0;5.9;0.9;10.8;0.5;23.3;23.7;26.4;90%;0.7;1;0.1;0.1;0;0.7;1.1;1245;38.90625;0.3;0.2;0.3;0.0;0.0;0.0;6 (26);415;0.0;0.4;0;0.0;0.4;0;0.0;31;2.5;34;5.6;8.0;111;Italy;Serie A;DEN;U.S. Lecce;DM, M (LC), ST (C);24;Unknown;€27.5K p/w
Wnt;Rodrigo Gomes;M/AM (C);€3.9M;13;4;1.0;1.5;2002147643;0;0;0;0;0.6;92;0.0;0.8;2.8;10.1;0.0;0.7;0.1;0.1;16%;56%;0.8;0;0.0;4.7;0.7;5.6;1.4;15.1;18.4;20.4;90%;0.9;7;0.3;0.1;0;1.2;1.4;1910;59.6875;0.2;0.2;0.2;0.0;0.1;0.0;18 (14);382;0.1;0.5;20;0.1;0.8;11;0.0;20;0.2;4;0.8;0.9;20;Portugal;Premier League;POR;Famalicão;M (C), AM (RC);23;Unknown;€4.4K p/w
;Andy Christopher;D (C);€13.75M;25;0;0.1;0.0;2002228189;0;0;0;0;0.5;84;1.0;0.9;2.7;8.5;0.1;2.8;1.0;0.9;0%;100%;0.0;0;0.0;4.7;0.1;10.5;2.0;6.0;36.4;41.0;89%;0.1;0;0.0;0.0;0;1.0;1.9;3531;88.275;0.0;0.0;0.0;0.0;0.0;0.0;40;0;0.1;0.1;100;0.1;0.1;100;0.4;72;2.8;108;1.0;3.8;149;England;Premier League;ENG;West Brom;D (LC), DM;23;Unknown;€14.5K p/w
Wnt;Alessio Starace;AM (L);€1.2M;25;4;1.8;1.2;2000366163;0;0;0;0;1.6;92;0.0;2.2;9.6;2.9;0.0;1.5;0.3;0.1;6%;44%;0.5;0;0.0;15.2;4.1;11.7;3.4;22.5;38.6;43.9;88%;1.8;1;0.1;0.1;0;1.3;0.7;1334;40.4242424242424;0.1;0.1;0.1;0.0;0.1;0.0;5 (28);1334;0.8;2.6;32;0.8;2.6;31;0.0;27;0.9;14;2.6;3.5;52;Italy;Serie A;ITA;Celesti;AM (LC), ST (C);24;Unknown;€36.5K p/w
Wnt;Walter Volpi;D (C);€1.2M;5;0;0.2;0.0;2002147545;0;0;0;0;0.4;100;1.3;0.6;2.2;11.3;0.0;2.7;0.7;1.0;0%;0%;0.0;0;0.0;3.8;0.0;9.7;1.8;4.7;36.0;41.6;87%;0.2;0;0.0;0.0;0;0.8;1.5;1175;78.3333333333333;0.0;0.0;0.0;0.0;0.0;0.0;14 (1);0;0.0;0.0;0;0.0;0.0;0;1.3;63;3.4;45;2.1;5.5;72;Italy;Serie A;ITA;Sampdoria;D (RC);24;Unknown;€15K p/w
Wnt;Renato Marin;GK;€1.3M;3;0;0.0;0.0;2000198858;3;0;70;0;0.0;0;0.0;0.0;0.0;2.4;0.0;0.0;2.5;0.0;0%;0%;0.0;88;-0.1;0.0;0.0;5.6;0.0;11.2;20.7;26.1;79%;0.0;0;0.0;0.0;3;0.3;1.5;2160;90;0.0;0.0;0.0;1.5;0.0;0.2;24;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Italy;Serie A;ITA;Sampdoria;GK;27;Unknown;€11.75K p/w
Wnt;Giuseppe Moriggi;AM (R);€1.4M;29;0;2.0;1.5;57170945;0;0;0;0;1.3;76;0.0;2.0;8.1;2.9;0.1;2.3;0.6;0.1;0%;21%;0.3;0;0.0;13.1;3.4;11.5;4.6;20.9;37.2;40.8;91%;2.0;3;0.2;0.2;0;0.8;1.4;1475;61.4583333333333;0.1;0.0;0.1;0.0;0.1;0.0;13 (11);0;0.6;2.9;21;0.6;2.9;20;0.1;13;0.2;3;1.2;1.4;23;Italy;Serie A;ITA;Cagliari;M (RC), AM (R), ST (C);24;Unknown;€23.5K p/w
;Ben Nink;D (R);€1.3M;24;0;0.6;0.4;2000332078;0;0;0;0;0.6;54;0.6;1.2;3.9;11.2;0.2;3.1;1.1;1.0;0%;13%;0.0;0;0.0;6.7;0.3;10.0;3.9;6.8;40.5;45.2;90%;0.6;2;0.1;0.0;0;0.6;1.5;1963;67.6896551724138;0.0;0.0;0.0;0.0;0.0;0.0;20 (9);0;0.1;0.4;22;0.1;0.4;22;0.6;59;3.3;71;2.3;5.5;121;Germany;Bundesliga;GER;SpVgg Greuther Fürth;D (RC), WB (RL);26;Unknown;€20.5K p/w
Wnt;Maxime Paredes;M/AM (C);€1.2M;13;3;1.2;1.1;2000473881;0;0;0;0;0.3;85;0.0;0.5;2.4;7.1;0.0;0.4;0.2;0.1;14%;44%;0.5;0;0.0;4.4;0.5;5.0;1.5;16.8;15.0;16.8;89%;1.2;12;0.4;0.3;0;1.0;1.6;2833;74.5526315789474;0.1;0.2;0.1;0.0;0.2;0.0;29 (4);566.6;0.2;0.3;45;0.2;0.3;45;0.0;15;0.2;5;0.9;1.0;33;Italy;Serie A;FRA;Hellas Verona;M/AM (C);25;Unknown;€12.75K p/w
;Gorka Guerrero;D (C);€7.5M;11;0;0.2;0.1;2002345603;0;0;0;0;0.6;64;0.5;0.9;3.9;12.9;0.1;2.5;1.2;0.8;0%;0%;0.0;0;0.0;5.3;0.2;10.7;3.4;4.8;40.9;44.5;92%;0.2;2;0.2;0.1;0;2.2;0.6;1099;54.95;0.0;0.0;0.0;0.0;0.0;0.0;11 (9);0;0.0;0.0;0;0.0;0.0;0;0.7;73;3.3;40;1.2;4.5;55;Spain;First Division;ESP;A. Bilbao;D (LC), DM;20;Unknown;€12K p/w
;Jorge González;ST (C);€775K;18;27;0.9;2.4;2000453986;0;0;0;0;0.3;61;0.0;0.7;2.2;0.9;0.0;0.8;0.1;0.1;16%;45%;1.1;0;0.0;5.3;0.9;10.3;0.8;22.9;21.2;23.9;89%;0.9;2;0.1;0.0;0;0.9;1.2;3115;67.7173913043478;0.3;0.4;0.3;0.0;0.0;0.0;45 (1);239.615384615385;0.1;0.5;24;0.1;0.5;23;0.2;33;2.5;87;5.1;7.6;264;Portugal;Premier League;URU;Gil Vicente;AM (R), ST (C);24;Unknown;€11.75K p/w
;Giovanni Teresi;AM (C);€4.5M;24;4;1.7;1.6;2002229855;0;0;0;0;0.7;83;0.0;1.2;4.5;8.2;0.0;1.7;0.1;0.1;11%;31%;0.5;0;0.0;12.7;1.2;12.3;2.1;23.0;38.3;42.3;90%;1.7;5;0.2;0.1;0;1.1;1.4;2476;68.7777777777778;0.2;0.2;0.2;0.0;0.1;0.0;24 (12);495.2;0.1;0.8;9;0.1;0.8;9;0.0;28;0.9;25;2.4;3.3;90;Italy;Serie A;ITA;Sassuolo;AM (C);22;Unknown;€25.5K p/w
;Sonny Focki;M (R);€1.6M;65;13;1.9;1.2;2002153616;0;0;0;0;1.1;65;0.0;2.9;10.9;3.8;0.0;1.9;0.4;0.2;9%;28%;0.3;0;0.0;17.6;4.5;12.1;3.8;19.4;35.7;40.8;87%;1.8;1;0.0;0.0;0;0.9;1.4;3291;86.6052631578947;0.1;0.1;0.1;0.0;0.1;0.0;36 (2);822.75;0.5;3.9;13;0.5;3.9;13;0.0;36;1.2;43;2.1;3.3;119;Spain;First Division;SUI;Getafe;M (RL), AM (R);23;Unknown;€23K p/w
;Antonio Cano;D (C);€1.4M;11;0;0.5;0.0;2002237294;0;0;0;0;0.5;91;0.9;0.8;2.8;9.7;0.2;2.8;1.3;1.0;0%;0%;0.0;0;0.0;3.8;0.1;10.3;2.4;4.4;35.7;42.0;85%;0.5;0;0.0;0.0;0;1.1;1.9;1978;86;0.0;0.0;0.0;0.0;0.0;0.0;21 (2);0;0.0;0.1;0;0.0;0.1;0;0.5;64;2.1;47;1.2;3.3;73;Portugal;Premier League;ESP;Leiria;D (RC), DM;22;Unknown;€6.75K p/w
Wnt;Pedro Lourenço;ST (C);€2M;2;36;0.6;2.6;2002230546;0;0;0;0;0.1;100;0.0;0.4;1.5;1.5;0.0;0.9;0.1;0.3;11%;53%;1.4;0;0.0;8.1;1.1;10.5;0.5;18.7;27.6;30.5;90%;0.6;1;0.0;0.0;0;0.6;1.4;2996;85.6;0.3;0.3;0.3;0.0;0.0;0.0;35;299.6;0.0;0.1;0;0.0;0.1;0;0.0;16;1.3;43;6.7;8.0;267;Portugal;Premier League;POR;Nacional da Madeira;AM (L), ST (C);23;Unknown;€4.1K p/w
;Alberto Tenconi;ST (C);€4M;1;8;0.5;5.2;2000520614;0;0;0;0;0.0;0;0.0;0.2;1.4;1.1;0.0;0.6;0.1;0.2;14%;43%;2.3;0;0.0;8.7;0.8;11.3;0.2;21.1;23.3;26.1;89%;0.5;0;0.0;0.1;0;1.7;0.6;1196;38.5806451612903;0.5;0.8;0.5;0.0;0.1;0.0;8 (23);119.6;0.0;0.2;0;0.0;0.2;0;0.0;17;1.3;17;6.4;7.7;102;Italy;Serie A;ITA;Celesti;ST (C);22;Unknown;€24K p/w
;Mario Segovia;M (RC);€900K;18;2;1.0;0.3;2002152317;0;0;0;0;1.0;78;0.0;1.9;9.0;3.5;0.0;2.2;0.3;0.0;0%;20%;0.1;0;0.0;14.2;3.1;8.9;4.2;16.1;32.4;36.7;88%;1.0;3;0.2;0.1;0;1.2;1.4;1310;43.6666666666667;0.1;0.0;0.1;0.0;0.1;0.0;11 (19);0;1.2;3.1;40;1.2;3.1;40;0.0;11;0.1;2;1.2;1.3;19;Spain;First Division;ESP;S. Gijón;M (RC), AM (R);24;Unknown;€19.25K p/w
;Mattia Mosconi;ST (C);€2.2M;9;13;1.3;3.5;2000269293;0;0;0;0;0.4;100;0.0;0.7;1.5;1.1;0.0;0.7;0.0;0.1;13%;41%;1.4;0;0.0;8.9;0.9;10.6;1.1;19.4;25.4;28.3;90%;1.3;5;0.2;0.0;0;0.8;1.7;2043;61.9090909090909;0.4;0.4;0.4;0.0;0.0;0.0;22 (11);204.3;0.1;0.5;27;0.1;0.5;27;0.1;22;1.6;36;5.6;7.2;163;Italy;Serie A;ITA;Spezia;ST (C);27;Unknown;€31K p/w
Int;Alexander Stavås Skistad;GK;€1.3M;5;0;0.0;0.0;2002145549;5;20;75;1;0.0;20;0.0;0.0;0.0;3.7;0.0;0.0;1.4;0.0;0%;0%;0.0;88;0.1;0.0;0.0;6.0;0.0;8.8;20.9;23.7;88%;0.0;0;0.0;0.0;3;1.2;1.2;3420;90;0.0;0.0;0.0;1.2;0.0;0.3;38;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Germany;Bundesliga;NOR;TSG Hoffenheim;GK;24;Unknown;€18.5K p/w
Wnt;Yoël van den Ban;ST (C);€725K;11;9;1.0;3.4;2000181769;0;0;0;0;0.1;27;0.0;0.6;1.8;0.5;0.0;0.6;0.3;0.1;8%;38%;1.3;0;0.0;5.6;0.7;10.1;0.8;26.6;23.8;27.2;87%;1.0;0;0.0;0.0;0;0.4;1.4;1949;55.6857142857143;0.4;0.3;0.4;0.0;0.0;0.0;16 (19);324.833333333333;0.2;0.5;36;0.2;0.5;36;0.1;35;2.6;57;4.8;7.4;161;Italy;Serie A;NED;Sampdoria;ST (C);28;Unknown;€21.5K p/w
;Cédric Nerini;D (C);€1.4M;9;0;0.1;0.1;2002231968;0;0;0;0;0.6;89;0.2;1.0;2.9;14.5;0.1;3.0;1.0;0.5;0%;0%;0.0;0;0.0;3.4;0.0;10.4;2.2;4.4;34.9;40.1;87%;0.1;0;0.0;0.0;0;1.3;1.5;1288;61.3333333333333;0.0;0.0;0.0;0.0;0.0;0.0;14 (7);0;0.0;0.0;0;0.0;0.0;0;0.6;60;2.1;30;1.4;3.5;50;Germany;Bundesliga;SUI;TSG Hoffenheim;D (C);22;Unknown;€18K p/w
;José Antonio Mancilla;AM (L);€11.5M;67;18;2.1;1.6;2002236631;0;0;0;0;1.6;87;0.0;2.0;9.5;3.2;0.0;2.3;0.6;0.3;9%;35%;0.6;0;0.0;13.4;5.8;11.6;3.6;22.6;39.3;44.1;89%;1.5;12;0.3;0.1;0;0.8;1.8;3234;78.8780487804878;0.1;0.1;0.1;0.0;0.2;0.0;37 (1);646.8;0.5;2.6;18;0.5;2.7;17;0.0;12;0.4;15;3.0;3.4;123;Spain;First Division;ESP;Tenerife;M (L), AM (RL), ST (C);22;Unknown;€16.5K p/w
;Rinat Zverev;AM (C);€4.5M;9;5;0.9;1.6;2002150247;0;0;0;0;0.2;67;0.0;0.5;2.4;9.9;0.0;0.7;0.1;0.0;4%;33%;0.5;0;0.0;5.3;0.8;6.1;0.9;16.9;19.3;21.3;91%;0.9;8;0.3;0.3;0;1.0;1.4;2750;85.9375;0.2;0.1;0.2;0.0;0.1;0.0;18 (15);1375;0.1;0.4;25;0.1;0.4;25;0.0;7;0.1;3;1.4;1.5;45;Portugal;Premier League;RUS;AVS SAD;M/AM (C);23;Unknown;€8.25K p/w
;Bernardo Gameiro;AM (R);€3.7M;60;10;1.5;1.7;2002231841;0;0;0;0;1.2;80;0.0;2.7;9.5;3.3;0.0;2.0;0.7;0.4;9%;28%;0.5;0;0.0;16.5;5.0;11.6;3.1;22.6;36.6;42.1;87%;1.5;9;0.2;0.1;0;1.2;1.5;3542;82.3720930232558;0.2;0.2;0.2;0.0;0.1;0.0;42 (1);590.333333333333;0.7;4.1;18;0.7;4.5;16;0.1;23;0.7;28;2.4;3.1;121;Portugal;Premier League;POR;Leiria;M/AM (R);22;Unknown;€6.25K p/w
;Mamour Coly;DM, M (C);€3.2M;0;0;0.2;0.6;2002237951;0;0;0;0;0.0;0;0.1;0.0;0.5;10.3;0.0;0.3;0.1;0.1;0%;13%;0.1;0;0.0;1.1;0.0;0.8;0.3;18.8;2.6;2.8;92%;0.2;1;0.1;0.2;0;0.8;1.1;1195;30.6410256410256;0.1;0.0;0.1;0.0;0.1;0.0;3 (36);0;0.1;0.1;100;0.1;0.1;100;0.0;0;0.0;0;0.0;0.0;0;Spain;First Division;SEN;Almería;DM, M/AM (C);22;Unknown;€17.5K p/w
nEU;Mehdi Idrissi;ST (C);€2.9M;10;33;0.7;2.0;2002146867;0;0;0;0;0.1;40;0.0;0.7;1.8;0.4;0.0;0.8;0.0;0.1;18%;50%;1.0;0;0.0;4.9;0.8;9.9;0.5;27.1;21.7;25.0;87%;0.7;2;0.1;0.0;0;0.9;1.6;3338;85.5897435897436;0.2;0.4;0.2;0.0;0.0;0.0;38 (1);238.428571428571;0.1;0.4;29;0.1;0.4;28;0.1;21;1.6;61;6.2;7.9;292;Italy;Serie A;MAR;Palermo;ST (C);23;Unknown;€17K p/w
;Pedro;ST (C);€2.2M;5;21;0.8;2.1;2002147630;0;0;0;0;0.2;100;0.0;0.5;1.8;0.8;0.0;0.7;0.3;0.1;15%;48%;1.0;0;0.0;6.4;1.0;10.9;0.6;22.0;22.9;25.8;89%;0.8;3;0.1;0.0;0;0.9;1.8;2239;77.2068965517241;0.2;0.3;0.2;0.0;0.1;0.0;32 (4);279.875;0.1;0.3;25;0.1;0.3;25;0.1;18;1.3;33;5.9;7.2;180;Portugal;Premier League;BRA;Torreense;AM (RL), ST (C);24;Unknown;€1.1K p/w
;Josu González;D (L);€6M;47;8;0.8;0.2;2002258699;0;0;0;0;1.5;70;0.4;2.2;8.5;7.8;0.1;2.4;1.6;0.6;0%;80%;0.2;0;0.0;18.8;2.6;12.4;10.8;13.6;70.1;78.8;89%;0.8;1;0.0;0.0;0;0.9;1.6;1958;72.5185185185185;0.0;0.0;0.0;0.0;0.1;0.0;23 (4);0;0.5;2.9;16;0.5;3.1;16;0.3;39;1.3;28;2.0;3.3;71;Spain;First Division;ESP;Mallorca;D/WB/M (L);22;Unknown;€16.25K p/w
Wnt;Mik Akkermans;M (C);€550K;27;2;0.8;0.3;2000479969;0;0;0;0;0.9;81;0.1;1.3;5.8;11.2;0.1;2.5;0.9;0.6;0%;0%;0.0;0;0.0;10.5;0.2;11.5;5.7;8.9;50.4;55.0;92%;0.8;7;0.3;0.0;0;0.5;1.8;2205;68.90625;0.1;0.0;0.1;0.0;0.1;0.0;13 (7);0;0.0;0.0;100;0.0;0.0;100;0.2;42;0.8;20;1.1;2.0;48;France;Ligue 1 McDonald's;NED;FC Annecy;DM, M (C);25;Unknown;€19K p/w
Wnt;Francisco Machado;D (L);€2.4M;98;4;1.1;0.4;2000131898;0;0;0;0;2.2;74;0.8;2.1;8.4;11.7;0.0;2.6;0.8;0.5;8%;33%;0.1;0;0.0;17.4;2.0;12.1;6.6;13.6;47.9;53.7;89%;1.1;8;0.2;0.1;0;0.8;1.7;3015;86.1428571428571;0.0;0.0;0.0;0.0;0.1;0.0;35;3015;0.5;2.9;19;0.7;3.4;19;0.1;45;1.4;47;1.7;3.1;104;Portugal;Premier League;POR;Torreense;D/WB (L);28;Unknown;€4.2K p/w
;Anderson Murillo;M/AM (C);€3.1M;29;7;1.4;1.2;2000462285;0;0;0;0;0.6;62;0.0;1.2;5.0;7.3;0.0;1.3;0.5;0.2;11%;34%;0.4;0;0.0;10.3;1.5;12.1;1.8;22.8;37.3;41.8;89%;1.4;4;0.1;0.0;0;1.0;1.3;2733;80.3823529411765;0.2;0.1;0.2;0.0;0.1;0.0;34;683.25;0.2;0.7;33;0.2;0.7;33;0.0;18;0.5;14;2.1;2.6;78;Portugal;Premier League;COL;Casa Pia;DM, M/AM (LC);25;Unknown;€4.9K p/w
